id_code,firm,num_advisors,role_cat,Role,level,amount
AT3,AT3_2,>100,Advisor,Centralized Advisor,125e4,0.46
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",125e4,0.35
AT1,AT1_2,>100,Advisor,Advisor,125e4,0.37
TL14,TL14_1,<25,Advisor,Advisor,125e4,0.47
PR1,PR1,25-100,Advisor,Advisor,125e4,0.39
PB1,PB1,<25,Advisor,Financial Advisor,125e4,0.35
TB7,TB7_1,<25,Advisor,New Financial Advisor,125e4,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,125e4,0.41
PB6,PB6,25-100,Advisor,Retail Financial Consultant,125e4,0.44
AT5,AT5_1,25-100,Advisor,Financial Consultant,125e4,0.36
AL3,AL3,25-100,Advisor,Wealth Advisor,125e4,0.43
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,125e4,0.46
AR3,AR3,>100,Sr. Advisor,Senior Advisor,125e4,0.43
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,125e4,0.43
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,125e4,0.45
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,125e4,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,125e4,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,125e4,0.41
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,125e4,0.42
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,125e4,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,125e4,0.41
TB7,TB7_4,<25,Independent,Private Financial Advisor,125e4,0.44
PB9,PB9_3,25-100,Independent,Independent Advisor,125e4,0.5
PB3,PB3_2,25-100,Independent,Independent Advisor,125e4,0.46
TL14,TL14_2,<25,Independent,Independent Advisor,125e4,0.52
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,125e4,0.46
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,125e4,0.46
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,125e4,0.48
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,125e4,0.48
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,125e4,0.48
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,125e4,0.48
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,125e4,0.48
GR1,GR1,>100,Advisor,Advisor,1275e3,0.44
PT10,PT10,<25,Advisor,Financial Advisor,1275e3,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),1275e3,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),1275e3,0.42
PT5,PT5,<25,Advisor,Advisor,1275e3,0.41
PB9,PB9_1,25-100,Advisor,Advisor,1275e3,0.41
PB7,PB7,25-100,Advisor,Advisor,1275e3,0.42
PT11,PT11,<25,Advisor,Financial Advisor,1275e3,0.42
AR2,AR2,>100,Advisor,Advisor,1275e3,0.4
TR7,TR7,<25,Advisor,Investment Representative,1275e3,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,1275e3,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,1275e3,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,1275e3,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,1275e3,0.4
TR8,TR8,<25,Advisor,Financial Advisor,1275e3,0.39
AB5,AB5,<25,Advisor,Financial Advisor,1275e3,0.6
PB14,PB14,<25,Advisor,Financial Consultant,1275e3,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,1275e3,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,1275e3,0.41
TB6,TB6,<25,Advisor,Financial Advisor,1275e3,0.45
TB5,TB5_2,<25,Advisor,Financial Advisor,1275e3,0.35
TL9,TL9,<25,Advisor,Registered Representative,1275e3,0.45
PB8,PB8,25-100,Advisor,Investment Client Advisor,1275e3,0.41
PT3,PT3,25-100,Advisor,Advisor,1275e3,0.42
TT7,TT7,<25,Advisor,Financial Advisor,1275e3,0.49
GB1,GB1_1,>100,Advisor,Branch Advisor,1275e3,0.41
GB1,GB1_2,>100,Advisor,Hub Advisor,1275e3,0.43
GT1,GT1_1,>100,Advisor,Traditional Advisor,1275e3,0.45
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,1275e3,0.44
GL1,GL1,>100,Advisor,Advisor,1275e3,0.4
TL7,TL7,25-100,Advisor,Advisor,1275e3,0.41
AB6,AB6,25-100,Advisor,Advisor,1275e3,0.4
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,1275e3,0.35
PT12,PT12,<25,Advisor,Advisor,1275e3,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,1275e3,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",1275e3,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,1275e3,0.44
PT13,PT13,<25,Advisor,Financial Advisor,1275e3,0.41
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,1275e3,0.39
AT2,AT2_1,>100,Advisor,Advisor,1275e3,0.42
TL5,TL5,<25,Advisor,Financial Advisor,1275e3,0.45
AT6,AT6,>100,Advisor,Advisor,1275e3,0.47
PR3,PR3,<25,Advisor,New Financial Advisor,1275e3,0.45
PR2,PR2,25-100,Advisor,Advisor,1275e3,0.42
AT3,AT3_1,>100,Advisor,Branch Advisor,1275e3,0.42
AT3,AT3_2,>100,Advisor,Centralized Advisor,1275e3,0.46
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",1275e3,0.35
AT1,AT1_2,>100,Advisor,Advisor,1275e3,0.37
TL14,TL14_1,<25,Advisor,Advisor,1275e3,0.47
PR1,PR1,25-100,Advisor,Advisor,1275e3,0.39
PB1,PB1,<25,Advisor,Financial Advisor,1275e3,0.35
TB7,TB7_1,<25,Advisor,New Financial Advisor,1275e3,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,1275e3,0.41
PB6,PB6,25-100,Advisor,Retail Financial Consultant,1275e3,0.44
AT5,AT5_1,25-100,Advisor,Financial Consultant,1275e3,0.36
AL3,AL3,25-100,Advisor,Wealth Advisor,1275e3,0.43
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,1275e3,0.46
AR3,AR3,>100,Sr. Advisor,Senior Advisor,1275e3,0.43
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,1275e3,0.43
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,1275e3,0.45
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,1275e3,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,1275e3,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,1275e3,0.41
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,1275e3,0.42
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,1275e3,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,1275e3,0.41
TB7,TB7_4,<25,Independent,Private Financial Advisor,1275e3,0.44
PB9,PB9_3,25-100,Independent,Independent Advisor,1275e3,0.5
PB3,PB3_2,25-100,Independent,Independent Advisor,1275e3,0.46
TL14,TL14_2,<25,Independent,Independent Advisor,1275e3,0.52
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,1275e3,0.46
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,1275e3,0.46
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,1275e3,0.48
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,1275e3,0.48
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,1275e3,0.48
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,1275e3,0.48
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,1275e3,0.48
GR1,GR1,>100,Advisor,Advisor,13e5,0.44
PT10,PT10,<25,Advisor,Financial Advisor,13e5,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),13e5,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),13e5,0.42
PT5,PT5,<25,Advisor,Advisor,13e5,0.41
PB9,PB9_1,25-100,Advisor,Advisor,13e5,0.41
PB7,PB7,25-100,Advisor,Advisor,13e5,0.42
PT11,PT11,<25,Advisor,Financial Advisor,13e5,0.42
AR2,AR2,>100,Advisor,Advisor,13e5,0.4
TR7,TR7,<25,Advisor,Investment Representative,13e5,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,13e5,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,13e5,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,13e5,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,13e5,0.4
TR8,TR8,<25,Advisor,Financial Advisor,13e5,0.39
AB5,AB5,<25,Advisor,Financial Advisor,13e5,0.6
PB14,PB14,<25,Advisor,Financial Consultant,13e5,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,13e5,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,13e5,0.41
TB6,TB6,<25,Advisor,Financial Advisor,13e5,0.45
TB5,TB5_2,<25,Advisor,Financial Advisor,13e5,0.35
TL9,TL9,<25,Advisor,Registered Representative,13e5,0.45
PB8,PB8,25-100,Advisor,Investment Client Advisor,13e5,0.41
PT3,PT3,25-100,Advisor,Advisor,13e5,0.42
TT7,TT7,<25,Advisor,Financial Advisor,13e5,0.49
GB1,GB1_1,>100,Advisor,Branch Advisor,13e5,0.41
GB1,GB1_2,>100,Advisor,Hub Advisor,13e5,0.43
GT1,GT1_1,>100,Advisor,Traditional Advisor,13e5,0.45
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,13e5,0.44
GL1,GL1,>100,Advisor,Advisor,13e5,0.4
TL7,TL7,25-100,Advisor,Advisor,13e5,0.41
AB6,AB6,25-100,Advisor,Advisor,13e5,0.4
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,13e5,0.35
PT12,PT12,<25,Advisor,Advisor,13e5,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,13e5,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",13e5,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,13e5,0.44
PT13,PT13,<25,Advisor,Financial Advisor,13e5,0.41
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,13e5,0.39
AT2,AT2_1,>100,Advisor,Advisor,13e5,0.43
TL5,TL5,<25,Advisor,Financial Advisor,13e5,0.45
AT6,AT6,>100,Advisor,Advisor,13e5,0.47
PR3,PR3,<25,Advisor,New Financial Advisor,13e5,0.45
PR2,PR2,25-100,Advisor,Advisor,13e5,0.42
AT3,AT3_1,>100,Advisor,Branch Advisor,13e5,0.43
AT3,AT3_2,>100,Advisor,Centralized Advisor,13e5,0.47
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",13e5,0.35
AT1,AT1_2,>100,Advisor,Advisor,13e5,0.38
TL14,TL14_1,<25,Advisor,Advisor,13e5,0.47
PR1,PR1,25-100,Advisor,Advisor,13e5,0.39
PB1,PB1,<25,Advisor,Financial Advisor,13e5,0.35
TB7,TB7_1,<25,Advisor,New Financial Advisor,13e5,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,13e5,0.41
PB6,PB6,25-100,Advisor,Retail Financial Consultant,13e5,0.44
AT5,AT5_1,25-100,Advisor,Financial Consultant,13e5,0.36
AL3,AL3,25-100,Advisor,Wealth Advisor,13e5,0.43
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,13e5,0.47
AR3,AR3,>100,Sr. Advisor,Senior Advisor,13e5,0.43
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,13e5,0.43
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,13e5,0.45
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,13e5,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,13e5,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,13e5,0.41
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,13e5,0.42
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,13e5,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,13e5,0.44
TB7,TB7_4,<25,Independent,Private Financial Advisor,13e5,0.44
PB9,PB9_3,25-100,Independent,Independent Advisor,13e5,0.5
PB3,PB3_2,25-100,Independent,Independent Advisor,13e5,0.46
TL14,TL14_2,<25,Independent,Independent Advisor,13e5,0.52
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,13e5,0.46
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,13e5,0.46
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,13e5,0.48
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,13e5,0.48
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,13e5,0.48
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,13e5,0.48
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,13e5,0.48
GR1,GR1,>100,Advisor,Advisor,14e5,0.44
PT10,PT10,<25,Advisor,Financial Advisor,14e5,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),14e5,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),14e5,0.42
PT5,PT5,<25,Advisor,Advisor,14e5,0.41
PB9,PB9_1,25-100,Advisor,Advisor,14e5,0.41
PB7,PB7,25-100,Advisor,Advisor,14e5,0.42
PT11,PT11,<25,Advisor,Financial Advisor,14e5,0.42
AR2,AR2,>100,Advisor,Advisor,14e5,0.4
TR7,TR7,<25,Advisor,Investment Representative,14e5,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,14e5,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,14e5,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,14e5,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,14e5,0.4
TR8,TR8,<25,Advisor,Financial Advisor,14e5,0.39
AB5,AB5,<25,Advisor,Financial Advisor,14e5,0.6
PB14,PB14,<25,Advisor,Financial Consultant,14e5,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,14e5,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,14e5,0.41
TB6,TB6,<25,Advisor,Financial Advisor,14e5,0.45
TB5,TB5_2,<25,Advisor,Financial Advisor,14e5,0.35
TL9,TL9,<25,Advisor,Registered Representative,14e5,0.45
PB8,PB8,25-100,Advisor,Investment Client Advisor,14e5,0.41
PT3,PT3,25-100,Advisor,Advisor,14e5,0.42
TT7,TT7,<25,Advisor,Financial Advisor,14e5,0.49
GB1,GB1_1,>100,Advisor,Branch Advisor,14e5,0.41
GB1,GB1_2,>100,Advisor,Hub Advisor,14e5,0.43
GT1,GT1_1,>100,Advisor,Traditional Advisor,14e5,0.45
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,14e5,0.44
GL1,GL1,>100,Advisor,Advisor,14e5,0.41
TL7,TL7,25-100,Advisor,Advisor,14e5,0.41
AB6,AB6,25-100,Advisor,Advisor,14e5,0.4
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,14e5,0.35
PT12,PT12,<25,Advisor,Advisor,14e5,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,14e5,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",14e5,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,14e5,0.44
PT13,PT13,<25,Advisor,Financial Advisor,14e5,0.41
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,14e5,0.4
AT2,AT2_1,>100,Advisor,Advisor,14e5,0.43
TL5,TL5,<25,Advisor,Financial Advisor,14e5,0.45
AT6,AT6,>100,Advisor,Advisor,14e5,0.47
PR3,PR3,<25,Advisor,New Financial Advisor,14e5,0.45
PR2,PR2,25-100,Advisor,Advisor,14e5,0.42
AT3,AT3_1,>100,Advisor,Branch Advisor,14e5,0.43
AT3,AT3_2,>100,Advisor,Centralized Advisor,14e5,0.47
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",14e5,0.35
AT1,AT1_2,>100,Advisor,Advisor,14e5,0.39
TL14,TL14_1,<25,Advisor,Advisor,14e5,0.47
PR1,PR1,25-100,Advisor,Advisor,14e5,0.39
PB1,PB1,<25,Advisor,Financial Advisor,14e5,0.35
TB7,TB7_1,<25,Advisor,New Financial Advisor,14e5,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,14e5,0.41
PB6,PB6,25-100,Advisor,Retail Financial Consultant,14e5,0.44
AT5,AT5_1,25-100,Advisor,Financial Consultant,14e5,0.36
AL3,AL3,25-100,Advisor,Wealth Advisor,14e5,0.43
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,14e5,0.47
AR3,AR3,>100,Sr. Advisor,Senior Advisor,14e5,0.43
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,14e5,0.43
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,14e5,0.45
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,14e5,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,14e5,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,14e5,0.41
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,14e5,0.42
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,14e5,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,14e5,0.44
TB7,TB7_4,<25,Independent,Private Financial Advisor,14e5,0.44
PB9,PB9_3,25-100,Independent,Independent Advisor,14e5,0.5
PB3,PB3_2,25-100,Independent,Independent Advisor,14e5,0.46
TL14,TL14_2,<25,Independent,Independent Advisor,14e5,0.52
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,14e5,0.46
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,14e5,0.46
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,14e5,0.48
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,14e5,0.48
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,14e5,0.48
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,14e5,0.48
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,14e5,0.48
GR1,GR1,>100,Advisor,Advisor,15e5,0.44
PT10,PT10,<25,Advisor,Financial Advisor,15e5,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),15e5,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),15e5,0.42
PT5,PT5,<25,Advisor,Advisor,15e5,0.41
PB9,PB9_1,25-100,Advisor,Advisor,15e5,0.41
PB7,PB7,25-100,Advisor,Advisor,15e5,0.42
PT11,PT11,<25,Advisor,Financial Advisor,15e5,0.42
AR2,AR2,>100,Advisor,Advisor,15e5,0.42
TR7,TR7,<25,Advisor,Investment Representative,15e5,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,15e5,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,15e5,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,15e5,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,15e5,0.4
TR8,TR8,<25,Advisor,Financial Advisor,15e5,0.4
AB5,AB5,<25,Advisor,Financial Advisor,15e5,0.6
PB14,PB14,<25,Advisor,Financial Consultant,15e5,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,15e5,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,15e5,0.41
TB6,TB6,<25,Advisor,Financial Advisor,15e5,0.45
TB5,TB5_2,<25,Advisor,Financial Advisor,15e5,0.35
TL9,TL9,<25,Advisor,Registered Representative,15e5,0.45
PB8,PB8,25-100,Advisor,Investment Client Advisor,15e5,0.41
PT3,PT3,25-100,Advisor,Advisor,15e5,0.42
TT7,TT7,<25,Advisor,Financial Advisor,15e5,0.5
GB1,GB1_1,>100,Advisor,Branch Advisor,15e5,0.41
GB1,GB1_2,>100,Advisor,Hub Advisor,15e5,0.44
GT1,GT1_1,>100,Advisor,Traditional Advisor,15e5,0.46
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,15e5,0.46
GL1,GL1,>100,Advisor,Advisor,15e5,0.41
TL7,TL7,25-100,Advisor,Advisor,15e5,0.42
AB6,AB6,25-100,Advisor,Advisor,15e5,0.4
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,15e5,0.35
PT12,PT12,<25,Advisor,Advisor,15e5,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,15e5,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",15e5,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,15e5,0.45
PT13,PT13,<25,Advisor,Financial Advisor,15e5,0.41
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,15e5,0.4
AT2,AT2_1,>100,Advisor,Advisor,15e5,0.43
TL5,TL5,<25,Advisor,Financial Advisor,15e5,0.45
AT6,AT6,>100,Advisor,Advisor,15e5,0.47
PR3,PR3,<25,Advisor,New Financial Advisor,15e5,0.45
PR2,PR2,25-100,Advisor,Advisor,15e5,0.42
AT3,AT3_1,>100,Advisor,Branch Advisor,15e5,0.44
AT3,AT3_2,>100,Advisor,Centralized Advisor,15e5,0.48
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",15e5,0.35
AT1,AT1_2,>100,Advisor,Advisor,15e5,0.4
TL14,TL14_1,<25,Advisor,Advisor,15e5,0.47
PR1,PR1,25-100,Advisor,Advisor,15e5,0.39
PB1,PB1,<25,Advisor,Financial Advisor,15e5,0.35
TB7,TB7_1,<25,Advisor,New Financial Advisor,15e5,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,15e5,0.42
PB6,PB6,25-100,Advisor,Retail Financial Consultant,15e5,0.45
AT5,AT5_1,25-100,Advisor,Financial Consultant,15e5,0.36
AL3,AL3,25-100,Advisor,Wealth Advisor,15e5,0.44
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,15e5,0.47
AR3,AR3,>100,Sr. Advisor,Senior Advisor,15e5,0.43
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,15e5,0.43
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,15e5,0.45
PR4,PR4,<25,Sr. Advisor,Financial Consultant II,15e5,0.38
AB2,AB2,25-100,Sr. Advisor,Senior Investment Representative,15e5,0.4
AT1,AT1_3,>100,Sr. Advisor,Senior  Financial Advisor,15e5,0.41
TB7,TB7_3,<25,Sr. Advisor,Senior  Financial Advisor,15e5,0.43
TB5,TB5_3,<25,Sr. Advisor,Senior Financial Advisor,15e5,0.35
AT5,AT5_2,25-100,Sr. Advisor,2nd Story Financial Consultant,15e5,0.44
TB7,TB7_4,<25,Independent,Private Financial Advisor,15e5,0.44
PB9,PB9_3,25-100,Independent,Independent Advisor,15e5,0.5
PB3,PB3_2,25-100,Independent,Independent Advisor,15e5,0.48
TL14,TL14_2,<25,Independent,Independent Advisor,15e5,0.52
W,W_1,>100,Wirehouse,Advisor 0-5 Yrs,15e5,0.46
W,W_2,>100,Wirehouse,Advisor 5-7 Yrs,15e5,0.46
W,W_3,>100,Wirehouse,Advisor 7-9 Yrs,15e5,0.48
W,W_4,>100,Wirehouse,Advisor 9-15 Yrs,15e5,0.48
W,W_5,>100,Wirehouse,Advisor 15-19 Yrs,15e5,0.48
W,W_6,>100,Wirehouse,Advisor 20-25 Yrs,15e5,0.48
W,W_7,>100,Wirehouse,Advisor 25+ Yrs,15e5,0.48
GR1,GR1,>100,Advisor,Advisor,17e5,0.44
PT10,PT10,<25,Advisor,Financial Advisor,17e5,0.39
TL13,TL13_1,<25,Advisor,Financial Advisor (New),17e5,0.32
TL13,TL13_2,<25,Advisor,Financial Advisor (Composite),17e5,0.42
PT5,PT5,<25,Advisor,Advisor,17e5,0.41
PB9,PB9_1,25-100,Advisor,Advisor,17e5,0.41
PB7,PB7,25-100,Advisor,Advisor,17e5,0.42
PT11,PT11,<25,Advisor,Financial Advisor,17e5,0.42
AR2,AR2,>100,Advisor,Advisor,17e5,0.42
TR7,TR7,<25,Advisor,Investment Representative,17e5,0.34
TR2,TR2,25-100,Advisor,Financial Advisor,17e5,0.25
AR6,AR6_1,25-100,Advisor,KJM (Tier I) Representative,17e5,0.42
AR6,AR6_2,25-100,Advisor,MBE (Tier II) Representative,17e5,0.42
AR6,AR6_3,25-100,Advisor,SPG (Tier III) Representative,17e5,0.4
TR8,TR8,<25,Advisor,Financial Advisor,17e5,0.4
AB5,AB5,<25,Advisor,Financial Advisor,17e5,0.6
PB14,PB14,<25,Advisor,Financial Consultant,17e5,0.3
TB5,TB5_1,<25,Advisor,Wealth Advisor,17e5,0.42
AR7,AR7,25-100,Advisor,Financial Advisor,17e5,0.41
TB6,TB6,<25,Advisor,Financial Advisor,17e5,0.45
TB5,TB5_2,<25,Advisor,Financial Advisor,17e5,0.35
TL9,TL9,<25,Advisor,Registered Representative,17e5,0.45
PB8,PB8,25-100,Advisor,Investment Client Advisor,17e5,0.41
PT3,PT3,25-100,Advisor,Advisor,17e5,0.42
TT7,TT7,<25,Advisor,Financial Advisor,17e5,0.5
GB1,GB1_1,>100,Advisor,Branch Advisor,17e5,0.41
GB1,GB1_2,>100,Advisor,Hub Advisor,17e5,0.44
GT1,GT1_1,>100,Advisor,Traditional Advisor,17e5,0.46
GT1,GT1_2,>100,Advisor,Team Based (Partnered) Advisor,17e5,0.46
GL1,GL1,>100,Advisor,Advisor,17e5,0.41
TL7,TL7,25-100,Advisor,Advisor,17e5,0.42
AB6,AB6,25-100,Advisor,Advisor,17e5,0.4
AB4,AB4,25-100,Advisor,Retail Investment Sales Officer,17e5,0.35
PT12,PT12,<25,Advisor,Advisor,17e5,0.38
AT7,AT7_1,25-100,Advisor,Full Commission Advisor,17e5,0.43
AT7,AT7_2,25-100,Advisor,"""Guaranteed"" Advisor",17e5,0.19
AB3,AB3,25-100,Advisor,Financial Consultant,17e5,0.45
PT13,PT13,<25,Advisor,Financial Advisor,17e5,0.41
AB7,AB7,>100,Advisor,Financial Advisor/Associate FA,17e5,0.4
AT2,AT2_1,>100,Advisor,Advisor,17e5,0.43
TL5,TL5,<25,Advisor,Financial Advisor,17e5,0.45
AT6,AT6,>100,Advisor,Advisor,17e5,0.47
PR3,PR3,<25,Advisor,New Financial Advisor,17e5,0.45
PR2,PR2,25-100,Advisor,Advisor,17e5,0.43
AT3,AT3_1,>100,Advisor,Branch Advisor,17e5,0.44
AT3,AT3_2,>100,Advisor,Centralized Advisor,17e5,0.48
AT1,AT1_1,>100,Advisor,"""Grandfathered"" Advisor",17e5,0.35
AT1,AT1_2,>100,Advisor,Advisor,17e5,0.4
TL14,TL14_1,<25,Advisor,Advisor,17e5,0.47
PR1,PR1,25-100,Advisor,Advisor,17e5,0.39
PB1,PB1,<25,Advisor,Financial Advisor,17e5,0.35
TB7,TB7_1,<25,Advisor,New Financial Advisor,17e5,0.3
TB7,TB7_2,<25,Advisor,Financial Advisor,17e5,0.42
PB6,PB6,25-100,Advisor,Retail Financial Consultant,17e5,0.45
AT5,AT5_1,25-100,Advisor,Financial Consultant,17e5,0.36
AL3,AL3,25-100,Advisor,Wealth Advisor,17e5,0.44
AT2,AT2_2,>100,Sr. Advisor,Senior Advisor,17e5,0.47
AR3,AR3,>100,Sr. Advisor,Senior Advisor,17e5,0.43
PB3,PB3_1,25-100,Sr. Advisor,Senior Advisor,17e5,0.43
PB9,PB9_2,25-100,Sr. Advisor,Senior Advisor,17e5,0.45
